Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG50,OUT019,227.4572549
FDW20,OUT045,2077.218567
NCO55,OUT049,1614.705214
FDX48,OUT046,2470.102254
FDU48,OUT046,2091.641111
FDR48,OUT019,342.8751487
FDK27,OUT013,2077.218567
FDT35,OUT013,2702.171737
FDN12,OUT049,1633.218647
NCE31,OUT019,88.16762634
FDL21,OUT017,693.4709577
FDV56,OUT017,1606.45521
FDR16,OUT017,3493.092711
NCP41,OUT049,1613.081987
FDJ27,OUT013,1584.646791
FDA07,OUT017,2077.218567
FDK55,OUT049,1458.821476
FDM33,OUT049,3622.699799
FDY46,OUT046,3094.96288
FDD36,OUT046,1931.80079
FDB12,OUT027,2655.92364
FDF28,OUT019,295.2421027
NCE07,OUT019,318.2147939
FDW50,OUT027,4168.841103
NCW18,OUT017,3907.677858
NCJ17,OUT019,246.5839127
DRZ24,OUT010,278.6584509
FDS07,OUT035,1923.985461
NCW05,OUT010,257.557326
FDZ22,OUT018,1354.236516
FDK02,OUT046,1932.878285
FDZ45,OUT027,5449.795949
FDL25,OUT046,1464.245564
FDS08,OUT045,2860.754549
NCZ42,OUT027,6669.44291
FDX57,OUT035,1545.261489
FDF21,OUT046,3098.692674
FDJ56,OUT018,1557.921871
FDX10,OUT013,693.1893188
DRG48,OUT035,2415.406784
DRN37,OUT046,2749.018743
NCY41,OUT018,693.1893188
FDN28,OUT045,1592.682035
FDE34,OUT045,2984.802062
FDR10,OUT045,2642.664206
FDC32,OUT017,1491.177493
DRG13,OUT046,2647.825252
FDP59,OUT049,1594.586682
NCT53,OUT010,418.3226127
FDL57,OUT027,6245.886084
FDN32,OUT010,478.6205914
FDK09,OUT018,3536.926781
FDA52,OUT010,426.9029507
FDC57,OUT049,3108.568139
FDI09,OUT035,3958.25981
NCB07,OUT046,3118.036312
FDP26,OUT035,1592.220509
FDP40,OUT027,3025.843291
FDL15,OUT013,2429.777247
FDV07,OUT046,1683.76333
FDS03,OUT017,1019.914817
FDE50,OUT049,3096.907525
FDQ15,OUT017,1255.047146
FDQ33,OUT010,349.3378865
FDT22,OUT013,846.9799124
DRO35,OUT035,1929.632671
FDJ41,OUT049,4067.509491
FDQ27,OUT035,1594.586682
FDC26,OUT017,1737.491457
NCF43,OUT027,3445.583544
NCR50,OUT035,2461.344335
FDE39,OUT018,2047.534755
FDN49,OUT027,1095.306662
DRG11,OUT035,1606.45521
NCA18,OUT049,1929.632671
FDM36,OUT018,2853.202217
FDW32,OUT017,1423.084469
NCQ18,OUT010,238.282853
FDX14,OUT027,2037.726053
FDD46,OUT017,2434.743612
FDI34,OUT019,559.5154128
NCJ17,OUT035,1419.138297
FDB52,OUT035,4030.28656
FDV55,OUT018,2401.637427
FDC57,OUT046,3102.797825
FDB29,OUT046,1924.471686
NCO43,OUT035,1575.098461
FDG44,OUT045,785.3387129
FDJ34,OUT045,2082.331658
FDH40,OUT049,1347.615601
NCD07,OUT027,3043.740319
FDB41,OUT017,702.2112747
FDH47,OUT018,1529.331227
DRK37,OUT035,3098.656644
FDM25,OUT019,428.0503085
NCX06,OUT045,3095.069752
NCS05,OUT017,2091.641111
FDS39,OUT045,2098.844044
FDC47,OUT027,5995.547223
FDG20,OUT013,2881.059397
DRL23,OUT017,1602.91234
FDY33,OUT013,2580.481359
NCH18,OUT045,3960.930563
FDX47,OUT035,2481.183741
NCB06,OUT045,2586.194133
FDP36,OUT049,704.109738
FDW44,OUT018,2853.510227
NCU41,OUT018,3096.091484
NCS17,OUT046,1540.012873
FDD46,OUT035,2480.875732
FDE45,OUT017,2881.780189
FDI09,OUT017,3940.609576
NCJ54,OUT010,573.1957476
NCA29,OUT018,2853.907045
NCN41,OUT027,3259.873471
FDY34,OUT035,2650.218519
NCG55,OUT035,1927.120559
DRM49,OUT046,695.3401045
NCB42,OUT049,1924.471686
FDE58,OUT045,1929.632671
DRJ25,OUT013,709.1668686
FDS47,OUT010,206.6146864
FDY21,OUT049,3127.034539
NCI54,OUT013,1683.76333
FDO24,OUT017,2579.459826
FDY43,OUT035,2787.255957
FDF35,OUT018,1606.45521
NCP29,OUT019,178.3643261
FDN28,OUT027,2636.775292
FDJ50,OUT018,735.4299227
FDQ14,OUT027,3841.331737
FDC37,OUT035,1606.45521
FDN08,OUT046,1974.634717
FDD04,OUT035,2098.302441
FDW34,OUT018,3671.20828
FDP04,OUT017,1019.914817
NCG07,OUT017,3096.234888
NCN14,OUT018,3087.748663
FDJ16,OUT045,846.9799124
NCM42,OUT045,1612.059547
NCF19,OUT046,704.109738
FDY21,OUT018,3107.003238
FDY19,OUT035,1927.120559
FDV09,OUT045,2418.434391
FDA28,OUT013,2082.331658
FDC38,OUT018,2091.641111
FDL28,OUT045,3855.709191
NCH43,OUT049,3499.578755
NCN53,OUT045,693.1893188
NCW05,OUT017,1606.45521
NCO30,OUT018,3087.748663
FDT04,OUT019,96.53432188
FDB27,OUT018,3102.122289
NCK07,OUT013,2715.847881
NCA53,OUT013,702.2112747
FDB33,OUT018,2591.096467
FDU37,OUT017,1254.477809
FDR13,OUT035,1924.471686
FDE45,OUT049,2883.281767
FDV37,OUT017,3109.157993
FDX44,OUT019,248.1791258
NCL06,OUT017,4040.285083
FDJ28,OUT045,3098.735963
FDX55,OUT049,3504.140008
NCK17,OUT018,693.4709577
FDH52,OUT035,934.4540417
FDN13,OUT027,2655.525971
FDK44,OUT018,2852.026238
FDU16,OUT046,1347.615601
FDZ07,OUT017,898.787987
NCN06,OUT027,4152.775017
FDH02,OUT010,220.5030625
NCW18,OUT045,3905.029306
FDH57,OUT013,2088.384442
FDV35,OUT045,2478.681613
NCU29,OUT013,2413.556317
NCP02,OUT046,848.2708639
FDN44,OUT013,2600.079592
FDX03,OUT018,695.3401045
FDR11,OUT010,378.6218167
FDA36,OUT046,3096.167712
FDP58,OUT027,5646.092293
FDH31,OUT045,1545.690146
FDH34,OUT035,3096.62375
FDS13,OUT035,4056.802997
FDT01,OUT018,3344.651813
FDY09,OUT049,2864.567539
FDV33,OUT027,6238.393821
NCW29,OUT010,293.3857313
NCN17,OUT045,1579.02548
FDX01,OUT046,1931.80079
FDL03,OUT049,3109.83063
DRL59,OUT049,846.2547855
DRM11,OUT027,6222.700043
FDA43,OUT049,3119.463185
FDZ56,OUT010,394.351863
FDI44,OUT018,1251.277608
FDB50,OUT013,1254.477809
FDU15,OUT019,79.45568051
NCJ19,OUT019,168.6771488
FDD48,OUT013,1924.471686
NCW42,OUT035,3652.916335
FDL24,OUT017,2861.065879
NCB30,OUT013,3119.271431
FDK25,OUT013,2786.454313
FDW28,OUT049,3109.83063
FDD47,OUT017,2856.005315
FDK16,OUT019,237.9369127
FDW37,OUT046,1481.997358
FDA48,OUT035,3629.81603
FDA14,OUT017,2414.549481
FDV15,OUT013,1589.519445
FDN22,OUT049,4000.099587
NCD55,OUT045,693.4709577
FDY43,OUT013,2762.738365
NCU05,OUT017,1289.809216
FDF10,OUT035,2415.594198
FDR39,OUT018,3087.748663
FDG40,OUT013,693.1893188
FDZ28,OUT019,293.5993172
FDE02,OUT045,1507.585686
FDU60,OUT049,2787.16384
FDM21,OUT013,4031.384662
FDV52,OUT019,280.8236206
NCW06,OUT013,3103.417718
FDX36,OUT035,3787.843285
FDT35,OUT027,4288.835545
NCL19,OUT010,273.4309087
NCD31,OUT046,2650.849303
FDE53,OUT019,271.2765764
FDW58,OUT019,218.3996581
DRF48,OUT046,3096.167712
FDW57,OUT035,2862.2269
DRH13,OUT017,1606.022532
FDT33,OUT013,2763.046375
DRK47,OUT027,5964.531297
FDY22,OUT010,313.6443424
FDC35,OUT019,533.0398426
FDO03,OUT013,3838.566967
FDF24,OUT045,1325.502087
FDF56,OUT018,2939.183976
FDD28,OUT013,846.6439485
FDG53,OUT027,3435.811147
FDO27,OUT019,305.7118839
NCF54,OUT018,2851.522374
FDC20,OUT027,1664.628247
FDU10,OUT046,693.1893188
DRA24,OUT018,2633.956775
FDA02,OUT010,332.4213313
FDG10,OUT017,846.6439485
FDW39,OUT010,460.5531175
FDP04,OUT019,173.4230635
NCM55,OUT013,3096.197998
FDG47,OUT045,4052.23067
NCU41,OUT017,3105.753099
NCK31,OUT017,729.4910696
FDZ46,OUT045,1614.705214
FDU13,OUT027,3724.481617
NCF19,OUT045,704.109738
NCJ43,OUT013,2860.653097
NCJ05,OUT045,2463.169797
FDS04,OUT027,3426.130715
FDX28,OUT010,233.6941135
FDB41,OUT027,1099.887719
FDG53,OUT046,2098.302441
FDL15,OUT010,331.0965919
FDQ08,OUT049,918.9706767
DRN36,OUT013,1545.261489
FDI46,OUT013,4013.63397
FDG16,OUT027,5620.782997
FDV32,OUT013,946.9697078
FDF44,OUT010,285.0178795
FDK04,OUT018,846.6439485
NCA41,OUT013,3107.243387
FDD51,OUT017,693.7375204
NCZ53,OUT045,3097.265454
FDP01,OUT027,4007.01396
FDY25,OUT049,2982.790006
FDB17,OUT018,2934.861193
NCV54,OUT018,2033.769342
FDJ32,OUT017,998.3195577
FDA37,OUT049,2080.534214
FDG35,OUT035,2845.222392
NCM05,OUT018,3839.780809
FDG45,OUT046,3490.806453
FDH28,OUT013,693.1893188
NCE18,OUT049,4022.011034
FDH38,OUT045,1931.80079
FDR56,OUT013,3127.976309
FDH17,OUT027,2595.702686
FDD39,OUT049,3502.969775
FDB41,OUT049,702.2112747
NCR53,OUT046,3775.73876
FDX46,OUT017,846.9799124
FDV28,OUT049,693.1893188
FDA08,OUT018,2644.38357
FDH45,OUT017,693.4709577
NCS38,OUT010,271.5332209
FDD40,OUT010,533.4613619
DRM59,OUT035,2461.344335
NCJ43,OUT018,2853.907045
NCN29,OUT013,704.109738
NCC19,OUT045,3104.045946
FDR56,OUT035,3118.424406
FDZ43,OUT049,3963.683156
FDJ32,OUT010,164.0572919
DRH03,OUT017,1481.997358
NCZ54,OUT035,2641.446433
FDE26,OUT017,2414.549481
FDS03,OUT045,1018.402391
DRZ24,OUT019,290.2416574
FDO48,OUT027,5702.16119
FDW39,OUT049,2862.170639
NCK05,OUT049,947.4784056
NCK30,OUT017,3993.185605
FDT27,OUT018,3613.77328
FDS08,OUT019,473.8167797
NCJ19,OUT049,846.6439485
FDC58,OUT045,693.7375204
DRE37,OUT013,3096.197998
FDW02,OUT035,2083.339443
FDJ02,OUT010,346.0002107
FDX09,OUT045,2880.209101
FDT31,OUT010,484.7944838
FDI24,OUT049,2882.973757
FDY09,OUT045,2862.518979
FDV28,OUT045,693.1893188
DRM47,OUT049,3107.814944
FDT52,OUT019,558.2593102
FDI48,OUT018,800.6439671
FDY55,OUT017,4001.351475
FDU48,OUT013,2090.749032
FDN25,OUT045,846.2547855
FDP20,OUT049,2083.339443
FDJ15,OUT013,3096.197998
FDD04,OUT018,2092.180012
FDY58,OUT045,3855.575929
FDR37,OUT018,3088.33827
FDF44,OUT013,2087.853688
FDD32,OUT045,1347.615601
FDR57,OUT017,2488.412869
DRG39,OUT027,1666.520484
FDX15,OUT017,2584.687125
DRN37,OUT045,2656.371777
FDW40,OUT027,3438.251975
FDB32,OUT049,1507.585686
FDM40,OUT018,2131.904294
FDE39,OUT027,3077.516979
DRH49,OUT017,1347.615601
FDT46,OUT049,704.109738
NCF06,OUT035,4045.01955
FDP07,OUT017,3107.95316
FDC04,OUT013,3967.94961
FDZ32,OUT017,1592.682035
FDD50,OUT045,2787.03328
FDU56,OUT017,3095.619663
FDV34,OUT017,1036.194739
NCY41,OUT013,693.1893188
NCK18,OUT046,2656.793969
DRH25,OUT049,763.1553971
FDT57,OUT046,3969.480276
FDV56,OUT018,1606.022532
FDV12,OUT045,1545.261489
FDN52,OUT017,1448.555918
FDX38,OUT035,702.2112747
FDE47,OUT018,2077.218567
NCO07,OUT013,3499.067308
FDV09,OUT027,3844.999653
FDZ23,OUT019,485.3689622
DRH51,OUT018,1444.181382
NCY54,OUT045,2860.337165
DRG49,OUT013,3972.445629
NCC19,OUT049,3109.772972
NCV53,OUT045,3983.663958
FDZ47,OUT019,248.4491739
NCO26,OUT018,1895.094749
NCP02,OUT045,918.9706767
NCW30,OUT018,3760.087942
NCN55,OUT046,3957.422243
FDB20,OUT010,178.3479775
DRL11,OUT013,2519.505566
DRD60,OUT045,3082.241128
FDW14,OUT010,209.9351592
FDL27,OUT010,181.2612741
FDU09,OUT018,846.2547855
DRH36,OUT027,2000.127474
FDP34,OUT027,3979.650027
FDE04,OUT017,2880.972175
FDZ57,OUT027,3367.060786
FDF02,OUT010,232.9314202
FDG28,OUT045,3961.985919
NCI31,OUT046,693.1893188
FDT43,OUT013,716.5535359
FDU20,OUT046,2076.601528
FDD53,OUT013,693.7375204
FDW15,OUT045,2418.126382
NCT53,OUT045,2639.895333
NCG55,OUT027,3046.169224
FDD48,OUT035,1896.208533
FDG47,OUT049,4077.847203
FDI21,OUT017,1017.178505
FDT27,OUT017,3853.407619
DRO35,OUT013,1929.632671
FDD33,OUT017,3843.81753
FDC04,OUT035,3966.775169
FDY34,OUT013,2649.416875
DRJ49,OUT049,2084.211329
FDE05,OUT049,2402.862385
FDU31,OUT017,3506.741666
NCN19,OUT027,5203.257752
FDK56,OUT027,5239.012751
FDK58,OUT017,1592.220509
NCJ42,OUT035,1592.220509
FDZ34,OUT027,5393.320923
FDA52,OUT018,2853.004376
NCR29,OUT013,846.2547855
FDT48,OUT035,3216.242264
DRJ51,OUT019,556.8569725
NCS54,OUT046,2881.733939
FDV01,OUT035,2470.170137
DRG51,OUT027,4213.081755
NCG42,OUT013,2090.749032
FDA51,OUT049,1925.551713
FDV19,OUT010,369.8310539
NCT18,OUT045,3094.148581
NCS41,OUT045,3096.211001
FDO03,OUT046,3829.352323
FDL12,OUT010,165.7051445
FDY37,OUT010,324.0054393
FDI58,OUT049,1481.997358
FDT28,OUT018,2416.833541
NCC42,OUT010,297.8035138
FDO01,OUT017,2087.853688
FDJ02,OUT013,2414.481598
FDQ04,OUT018,693.4709577
DRL47,OUT013,2081.879327
FDZ32,OUT035,1606.022532
FDC35,OUT035,3448.369722
FDX14,OUT045,1052.496559
FDZ35,OUT013,1592.682035
FDL14,OUT013,2480.807849
FDO04,OUT049,846.2547855
DRK11,OUT017,2420.028782
FDB44,OUT018,3351.784867
FDZ50,OUT049,3098.112358
FDI12,OUT027,2505.994685
FDU43,OUT017,3909.542851
FDD58,OUT010,228.0156249
FDB27,OUT017,3108.659399
FDB04,OUT018,1423.96429
NCO17,OUT013,1967.732648
FDL12,OUT017,846.9799124
DRJ13,OUT049,2597.92193
FDD57,OUT045,1545.261489
FDW19,OUT035,1675.703659
DRD27,OUT018,1575.781511
FDH27,OUT027,3813.571895
NCW30,OUT027,6560.666657
FDR40,OUT018,1289.809216
FDG05,OUT013,2514.127832
NCY41,OUT019,88.15227438
FDI38,OUT018,3283.196625
FDR20,OUT046,693.7375204
FDE09,OUT017,1614.705214
FDN50,OUT019,244.6164417
DRF27,OUT045,2434.481725
DRF51,OUT013,693.1893188
NCO02,OUT019,173.0175953
FDB51,OUT027,1732.542649
FDJ50,OUT013,786.6700654
FDN52,OUT013,1419.138297
FDX14,OUT013,1241.638079
FDT27,OUT019,557.3953851
FDV10,OUT013,693.4709577
FDU33,OUT046,695.3401045
FDU58,OUT046,3096.167712
NCP42,OUT027,5461.361038
FDL51,OUT027,5636.895972
DRH15,OUT027,1097.040281
FDU16,OUT017,1422.071557
FDW15,OUT017,2418.126382
FDQ44,OUT045,2077.218567
NCI06,OUT027,5061.416552
DRK23,OUT019,537.8826067
FDC28,OUT035,1614.705214
NCY17,OUT019,92.0673756
NCV05,OUT018,2462.184966
FDM34,OUT019,307.1964178
DRD60,OUT027,5231.943901
FDT38,OUT046,1423.96429
FDQ57,OUT018,2413.061945
FDE59,OUT027,1095.635078
NCM43,OUT046,2641.319331
DRI51,OUT049,2857.199677
NCG30,OUT017,2080.963132
NCK54,OUT035,1907.751506
FDQ16,OUT019,266.577593
FDI36,OUT013,3118.755282
FDX16,OUT027,3842.882572
FDA34,OUT046,2861.172105
FDJ48,OUT018,3669.4967
FDU47,OUT035,2092.180012
FDS39,OUT046,2102.217898
FDD11,OUT046,4003.583027
FDM16,OUT027,1893.741161
FDU56,OUT018,3088.33827
FDQ32,OUT017,2077.218567
DRK35,OUT013,693.1893188
FDA58,OUT049,3860.68636
DRG48,OUT019,394.2413664
FDT59,OUT010,585.3869259
FDQ31,OUT019,225.5150067
FDS51,OUT018,1016.56726
FDW32,OUT027,2452.348281
FDI15,OUT027,5464.525619
NCV30,OUT017,942.4919513
DRG25,OUT049,3098.112358
FDT02,OUT013,693.1893188
FDO33,OUT027,3045.388843
FDP38,OUT035,715.4731078
FDZ45,OUT035,3119.697182
NCA54,OUT027,5055.417157
FDU33,OUT017,701.6960158
FDN58,OUT017,3850.044433
FDI05,OUT045,1123.543754
FDM57,OUT019,217.9265191
NCS42,OUT027,2508.254861
FDB57,OUT045,3654.775071
FDC03,OUT045,3109.134106
FDZ58,OUT013,2067.825942
NCK29,OUT045,2079.505322
NCR53,OUT045,3778.046041
FDE26,OUT027,3827.458648
FDU52,OUT049,2464.60659
FDE41,OUT027,2338.214627
FDU38,OUT018,3091.478457
FDA52,OUT017,2862.268959
FDW46,OUT046,1019.914817
DRI59,OUT035,3792.836837
FDT38,OUT035,1419.620999
FDL33,OUT018,3107.003238
FDQ01,OUT027,6206.869736
FDJ08,OUT046,3098.692674
FDQ47,OUT049,693.1893188
NCZ18,OUT013,4013.176496
FDE29,OUT017,905.4236832
FDF10,OUT027,3773.863486
FDC48,OUT049,1355.179103
FDY58,OUT013,3860.745797
NCX30,OUT010,599.3338036
FDV11,OUT013,2879.26695
FDT46,OUT046,703.2458824
DRD01,OUT019,169.2420896
FDQ11,OUT013,4023.276068
NCM41,OUT017,1482.368282
NCC55,OUT013,693.1893188
FDG45,OUT027,5619.521265
NCQ54,OUT049,2764.18446
FDM34,OUT045,2087.853688
FDD17,OUT019,528.7089332
FDN38,OUT027,6269.604842
FDB53,OUT018,2415.26771
NCL06,OUT035,4058.69703
NCV18,OUT019,218.6338962
FDX25,OUT013,3095.582773
FDB39,OUT046,846.2547855
FDC33,OUT049,3120.735962
NCO14,OUT018,695.3401045
FDA58,OUT027,6262.654829
NCQ02,OUT017,3096.234888
NCR53,OUT017,3806.178266
FDN52,OUT046,1444.181382
FDG26,OUT046,4015.05879
FDE23,OUT027,1219.983457
DRI37,OUT013,872.8688143
DRH37,OUT018,2696.782444
FDO01,OUT035,2084.211329
FDK45,OUT049,1884.634156
FDP23,OUT049,3500.151382
FDM33,OUT035,3570.614283
FDD36,OUT017,2050.771726
FDL56,OUT017,1419.620999
FDT27,OUT010,570.2325545
FDG52,OUT017,695.3401045
NCL42,OUT035,3967.799941
DRJ24,OUT046,3096.167712
FDV38,OUT046,786.6700654
FDT35,OUT045,2787.03328
FDY51,OUT045,3507.361078
FDC37,OUT017,1594.586682
NCP43,OUT013,2986.011164
FDO33,OUT045,1700.497927
FDW04,OUT018,2089.366901
NCC31,OUT046,2471.184459
FDK22,OUT049,3500.718257
FDJ50,OUT017,846.2547855
FDV13,OUT017,1458.821476
DRL60,OUT017,2430.461149
FDW03,OUT017,1592.682035
FDY27,OUT035,2882.169051
FDB39,OUT027,1660.166231
FDU59,OUT045,2638.914276
FDZ57,OUT049,2087.523052
FDO21,OUT049,3800.390875
FDS43,OUT018,3088.953495
FDU28,OUT010,497.8487791
FDC51,OUT010,222.600404
FDW16,OUT010,221.7772919
FDP32,OUT010,292.7846718
FDB60,OUT019,482.0056862
NCQ30,OUT046,2053.545512
FDD26,OUT049,3098.112358
FDI44,OUT045,1251.277608
DRH23,OUT046,846.6439485
FDO44,OUT046,1661.519569
FDG04,OUT046,3096.167712
FDM32,OUT027,2524.550292
FDM09,OUT013,2786.454313
FDZ47,OUT013,1571.759745
FDM40,OUT027,3442.884162
FDY48,OUT017,1583.647071
NCM30,OUT045,693.4709577
FDX36,OUT010,553.2498267
DRF03,OUT017,693.1893188
FDN51,OUT049,4059.884786
FDM57,OUT049,1364.624781
FDB35,OUT049,1503.667776
FDY13,OUT027,2177.441932
FDA37,OUT017,2081.879327
NCX53,OUT017,2098.844044
FDD59,OUT018,1298.669014
FDX10,OUT019,88.18572718
FDC03,OUT018,3101.035407
FDW43,OUT035,3818.975776
FDW10,OUT046,2845.659473
FDY14,OUT027,6222.437149
FDV43,OUT045,700.122916
FDO40,OUT013,2419.533295
FDP46,OUT027,2515.381508
NCE43,OUT019,384.9780461
FDD05,OUT035,2053.545512
FDJ60,OUT010,369.1715996
DRE27,OUT018,1537.440277
FDO11,OUT035,4020.945163
DRG11,OUT027,2667.612372
FDK33,OUT010,563.097453
DRM23,OUT045,2790.147237
FDJ02,OUT027,3880.731871
NCZ05,OUT045,1594.098563
NCL30,OUT013,2082.331658
FDZ19,OUT018,2853.202217
FDM45,OUT049,2074.432795
FDO36,OUT046,2909.656087
NCK31,OUT045,709.4368546
DRJ37,OUT045,2460.487031
FDP24,OUT018,2054.108114
FDF46,OUT013,1924.471686
FDX46,OUT019,169.2171202
NCL18,OUT045,3106.666782
FDJ26,OUT013,3491.934254
FDJ07,OUT045,1923.985461
FDY15,OUT013,2473.577581
DRG01,OUT045,1122.483656
FDF58,OUT045,1019.914817
FDZ14,OUT019,279.6890843
FDP31,OUT049,1019.914817
FDH45,OUT013,693.4709577
FDA09,OUT010,432.9947469
FDW31,OUT035,3129.1043
FDA57,OUT046,693.4709577
NCE55,OUT035,2879.032832
FDC17,OUT019,559.6425462
FDC59,OUT013,1018.941149
FDA22,OUT013,2762.738365
FDK52,OUT035,3786.999143
NCM26,OUT046,2447.470609
NCT53,OUT035,2731.366627
FDW45,OUT018,2417.141551
NCI18,OUT035,3748.430284
FDE38,OUT018,2642.371562
FDF08,OUT019,225.3495623
FDY58,OUT010,573.7794529
FDF58,OUT019,171.2512627
FDX39,OUT017,3492.526736
FDB44,OUT049,3499.281934
FDF28,OUT013,2082.331658
FDE39,OUT013,1929.632671
FDT37,OUT018,3712.054259
FDZ45,OUT017,3170.900686
FDO40,OUT035,2429.989295
FDM57,OUT027,2437.497118
DRG36,OUT017,2859.800298
FDY36,OUT010,171.2946693
DRL60,OUT027,3840.236313
FDS25,OUT019,261.2055093
DRF49,OUT027,3040.022649
FDP16,OUT045,3962.095295
FDS60,OUT049,2968.225392
FDU15,OUT027,1095.900643
FDK43,OUT046,2082.799307
FDN25,OUT046,847.5339899
FDE53,OUT049,1594.586682
FDB22,OUT013,2480.499839
FDE39,OUT017,2045.589546
FDX35,OUT035,3821.619813
NCG54,OUT049,2788.368673
FDH27,OUT035,2414.549481
NCK42,OUT013,3499.067308
FDS25,OUT049,1612.059547
FDI10,OUT018,2853.202217
FDU35,OUT035,1576.741014
FDI04,OUT017,3171.616122
DRK23,OUT035,4011.970013
FDB53,OUT019,348.0229458
FDY02,OUT049,4050.554669
FDM60,OUT035,693.4709577
NCJ31,OUT010,581.7203555
DRP35,OUT017,2082.331658
NCQ30,OUT018,2077.218567
DRL11,OUT010,377.4708387
FDU01,OUT013,3094.993166
FDR39,OUT035,2956.331625
FDO08,OUT046,2653.81663
FDC02,OUT045,4128.281714
NCZ29,OUT035,2083.748797
FDF29,OUT010,298.2329883
FDZ23,OUT017,3095.619663
NCU53,OUT018,2642.371562
NCW30,OUT013,4054.426194
NCM26,OUT027,4087.712172
FDV50,OUT027,3259.09309
FDW15,OUT049,2414.173589
FDI35,OUT027,5232.754504
FDO11,OUT017,3995.512951
FDN48,OUT046,1485.451668
NCA17,OUT049,2417.750489
NCN54,OUT013,1254.477809
FDP22,OUT013,704.109738
NCB54,OUT035,2082.331658
FDD08,OUT045,693.1893188
DRM48,OUT010,93.82915355
FDG41,OUT027,2974.728801
FDE44,OUT027,1269.985707
FDE26,OUT035,2402.930267
NCS38,OUT013,1879.757516
NCJ54,OUT018,3564.558393
FDI40,OUT019,250.2748258
FDN45,OUT018,3505.569339
FDU43,OUT046,3954.631991
FDI04,OUT010,508.3990341
NCC07,OUT018,1594.586682
NCC07,OUT019,251.5039943
NCD18,OUT045,3853.450164
FDU55,OUT035,4044.366175
FDX59,OUT035,693.1893188
FDR52,OUT049,3100.63732
NCP17,OUT013,1015.724904
FDQ32,OUT045,2077.218567
NCT17,OUT049,3098.112358
FDO10,OUT049,846.9799124
FDE32,OUT049,693.1893188
FDN44,OUT045,2580.569749
FDH02,OUT035,1458.821476
FDK60,OUT013,1572.174087
FDS24,OUT019,218.8583004
FDL03,OUT010,619.8102094
FDB46,OUT027,5619.128941
FDO48,OUT049,3737.003582
FDZ39,OUT049,1592.682035
FDT02,OUT027,1095.900643
FDC50,OUT013,1524.857554
FDP39,OUT035,719.9555669
DRG15,OUT018,903.5277069
FDP10,OUT018,1592.682035
FDF53,OUT027,5131.541683
FDN34,OUT045,2790.351926
FDK02,OUT045,2070.432975
FDC23,OUT045,2862.9499
FDJ10,OUT019,298.5070563
FDE53,OUT035,1606.45521
FDR25,OUT035,4135.198002
FDW50,OUT046,2653.296824
FDS09,OUT049,716.5535359
FDW49,OUT010,419.7337742
FDU51,OUT046,2913.448563
FDF28,OUT018,2082.331658
NCY30,OUT018,2931.853943
FDD44,OUT045,4034.628068
FDX09,OUT017,2880.232988
NCF30,OUT013,2082.331658
FDZ50,OUT019,496.9262365
FDW37,OUT013,1459.675758
FDD11,OUT049,4010.105949
DRH39,OUT018,1128.560082
FDA36,OUT049,3098.112358
NCG43,OUT049,1481.997358
FDF02,OUT035,1592.682035
FDP57,OUT027,2655.257737
NCE42,OUT017,3863.981464
NCR38,OUT027,6210.01506
FDP03,OUT019,286.924322
FDO51,OUT035,693.4709577
NCQ42,OUT046,2084.211329
NCM41,OUT046,1464.640917
FDH48,OUT027,2432.79408
DRF60,OUT046,3918.949012
FDJ27,OUT035,1583.647071
FDQ14,OUT013,2428.479047
FDN27,OUT017,1949.201793
NCQ02,OUT046,3097.222165
FDJ33,OUT049,2080.963132
FDP07,OUT027,5408.926076
DRE01,OUT049,3958.430549
FDU36,OUT045,1573.446871
FDL28,OUT017,3839.151588
NCX53,OUT046,2096.820765
FDZ39,OUT013,1592.682035
NCP42,OUT013,3108.62251
FDJ14,OUT035,1324.953519
FDK04,OUT049,846.2547855
NCC19,OUT017,3107.895502
FDS09,OUT018,729.9953055
FDZ02,OUT046,1573.446871
FDD35,OUT018,2076.601528
NCY42,OUT017,2403.238277
FDB05,OUT045,3951.926716
FDF20,OUT035,3109.048261
NCO41,OUT018,1545.261489
FDC40,OUT027,2201.064454
FDV58,OUT045,3106.605035
FDZ57,OUT045,2087.853688
DRM35,OUT046,2924.802632
DRN36,OUT018,1519.920381
FDQ13,OUT046,1357.133562
DRO35,OUT010,270.2321052
NCD43,OUT035,1594.098563
FDA51,OUT018,1895.094749
NCX17,OUT027,7020.867669
NCZ17,OUT049,693.1893188
FDR11,OUT027,4101.034638
FDW34,OUT049,3966.332953
FDN50,OUT017,1487.501651
FDS09,OUT046,705.5620681
FDS48,OUT018,2428.696455
FDL44,OUT049,2641.61908
DRF48,OUT018,3088.953495
FDA14,OUT018,2414.301357
NCD30,OUT049,1544.480279
FDI16,OUT017,725.5968639
NCG06,OUT035,4049.359587
DRZ24,OUT035,2066.695847
NCS17,OUT045,1526.113265
FDB37,OUT045,3973.355722
FDE10,OUT035,2088.919223
FDC57,OUT045,3102.841113
FDM12,OUT018,3088.33827
FDE24,OUT049,2092.180012
FDW22,OUT045,3533.054773
DRD01,OUT027,1518.166535
NCZ18,OUT027,6298.129255
FDN49,OUT045,693.4709577
FDR22,OUT035,1879.757516
FDV08,OUT019,88.80521333
FDY39,OUT046,3096.167712
FDV36,OUT049,2081.879327
FDO60,OUT045,700.122916
FDU04,OUT027,3253.174734
