Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDH52,9.42,Regular,0.043992138,Frozen Foods,63.3194,OUT045,2002,,Tier 2,Supermarket Type1,988.89294
FDH57,,Low Fat,0.062589297,Fruits and Vegetables,130.5284,OUT019,1985,Small,Tier 1,Grocery Store,317.02985
FDR15,9.3,reg,0.055968342000000004,Meat,156.7314,OUT010,1998,,Tier 3,Grocery Store,327.2925
FDJ34,11.8,Regular,0.093638018,Snack Foods,125.2704,OUT035,2004,Small,Tier 2,Supermarket Type1,1893.5916
FDW37,19.2,Low Fat,0.124026934,Canned,92.4488,OUT035,2004,Small,Tier 2,Supermarket Type1,1311.6472
FDQ23,6.55,Low Fat,0.024625736000000002,Breads,101.3332,OUT018,2009,Medium,Tier 3,Supermarket Type2,1348.3322
FDP34,12.85,Low Fat,0.13711365,Snack Foods,158.263,OUT013,1987,High,Tier 3,Supermarket Type1,2519.9043
FDE04,,Regular,0.017935792,Frozen Foods,180.96599999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3669.7659
FDC48,9.195,Low Fat,0.015891457,Baking Goods,80.7592,OUT045,2002,,Tier 2,Supermarket Type1,1276.1974
FDA47,,Regular,0.20428075399999998,Baking Goods,162.221,OUT019,1985,Small,Tier 1,Grocery Store,344.26303
FDI35,14.0,Low Fat,0.041459372,Starchy Foods,179.9634,OUT018,2009,Medium,Tier 3,Supermarket Type2,2844.4646
NCV05,10.1,Low Fat,0.030183371,Health and Hygiene,156.1656,OUT013,1987,High,Tier 3,Supermarket Type1,2195.165
FDR28,13.85,Regular,0.025949002999999998,Frozen Foods,161.921,OUT045,2002,,Tier 2,Supermarket Type1,2698.7207
FDH31,12.0,Regular,0.0,Meat,98.4042,OUT017,2007,,Tier 2,Supermarket Type1,1547.9667
FDP59,,Regular,0.098864176,Breads,104.0648,OUT019,1985,Small,Tier 1,Grocery Store,207.24582
FDS19,13.8,Regular,0.06446883,Fruits and Vegetables,76.5012,OUT018,2009,Medium,Tier 3,Supermarket Type2,1120.3528
FDM60,10.8,Regular,0.048240927999999995,Baking Goods,41.0138,OUT045,2002,,Tier 2,Supermarket Type1,611.1283
FDJ44,12.3,Regular,0.10676038300000001,Fruits and Vegetables,173.2396,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.826
DRH51,17.6,Low Fat,0.097766473,Dairy,86.6856,OUT017,2007,,Tier 2,Supermarket Type1,1166.8451
DRC25,5.73,Low Fat,0.045628497000000004,Soft Drinks,85.1882,OUT017,2007,,Tier 2,Supermarket Type1,1453.5491
DRE25,15.35,Low Fat,0.07322220900000001,Soft Drinks,93.31200000000001,OUT013,1987,High,Tier 3,Supermarket Type1,1411.5577
NCX05,15.2,Low Fat,0.09721299800000001,Health and Hygiene,114.9492,OUT049,1999,Medium,Tier 1,Supermarket Type1,1952.3428
FDR11,10.5,Regular,0.143344479,Breads,158.4578,OUT017,2007,,Tier 2,Supermarket Type1,2385.0493
DRP47,15.75,Low Fat,0.140888464,Hard Drinks,250.7382,OUT045,2002,,Tier 2,Supermarket Type1,3745.9705
DRC49,,Low Fat,0.114571006,Soft Drinks,143.6128,OUT019,1985,Small,Tier 1,Grocery Store,315.30658
FDQ47,,Regular,0.167371926,Breads,36.4874,OUT027,1985,Medium,Tier 3,Supermarket Type3,773.1659
FDL20,17.1,Low Fat,0.128307691,Fruits and Vegetables,111.3886,OUT013,1987,High,Tier 3,Supermarket Type1,1747.2771
FDM34,19.0,Low Fat,0.0,Snack Foods,130.9626,OUT035,2004,Small,Tier 2,Supermarket Type1,1949.2152
NCN55,14.6,Low Fat,0.059440997999999995,Others,239.4538,OUT013,1987,High,Tier 3,Supermarket Type1,4004.1226
FDD41,6.765,Regular,0.087243604,Frozen Foods,104.4306,OUT035,2004,Small,Tier 2,Supermarket Type1,1679.9115
FDE52,10.395,Regular,0.029933263999999998,Dairy,90.1514,OUT049,1999,Medium,Tier 1,Supermarket Type1,1263.3989
NCT18,,Low Fat,0.10401075300000001,Household,179.1976,OUT019,1985,Small,Tier 1,Grocery Store,295.1304
FDJ32,10.695,Low Fat,0.058027764,Fruits and Vegetables,59.6536,OUT018,2009,Medium,Tier 3,Supermarket Type2,752.66693
FDE16,8.895,Low Fat,0.026343715,Frozen Foods,210.1954,OUT046,1997,Small,Tier 1,Supermarket Type1,3505.3813
FDZ09,17.6,Low Fat,0.105091664,Snack Foods,163.0868,OUT045,2002,,Tier 2,Supermarket Type1,2579.502
DRZ11,8.85,Regular,0.112664944,Soft Drinks,123.5388,OUT046,1997,Small,Tier 1,Supermarket Type1,1941.3469
FDK41,14.3,Low Fat,0.127740015,Frozen Foods,86.5224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1210.1521
FDE56,17.25,Regular,0.159442933,Fruits and Vegetables,61.3194,OUT049,1999,Medium,Tier 1,Supermarket Type1,752.7416
FDH34,8.63,Low Fat,0.03106937,Snack Foods,186.0582,OUT013,1987,High,Tier 3,Supermarket Type1,2993.929
DRI49,14.15,Low Fat,0.183354585,Soft Drinks,80.9276,OUT013,1987,High,Tier 3,Supermarket Type1,1136.0824
DRI59,9.5,Low Fat,0.04083467,Hard Drinks,224.7088,OUT046,1997,Small,Tier 1,Supermarket Type1,3303.6304
DRC36,13.0,Regular,0.045054813,Soft Drinks,173.8054,OUT049,1999,Medium,Tier 1,Supermarket Type1,2830.7766
FDS15,,Regular,0.136674035,Meat,105.8596,OUT019,1985,Small,Tier 1,Grocery Store,204.58731
FDI07,12.35,Regular,0.03389839,Meat,196.0426,OUT018,2009,Medium,Tier 3,Supermarket Type2,2786.6763
FDZ15,13.1,Low Fat,0.020955763,Dairy,118.6782,OUT018,2009,Medium,Tier 3,Supermarket Type2,1573.5103
NCX41,,Low Fat,0.017633471,Health and Hygiene,211.3244,OUT027,1985,Medium,Tier 3,Supermarket Type3,4620.13
NCO29,,Low Fat,0.056476427,Health and Hygiene,166.2526,OUT019,1985,Small,Tier 1,Grocery Store,340.7581
FDF57,14.5,Regular,0.05877842900000001,Fruits and Vegetables,168.4448,OUT013,1987,High,Tier 3,Supermarket Type1,2695.1887
FDI33,16.5,Low Fat,0.028413442999999997,Snack Foods,90.9146,OUT035,2004,Small,Tier 2,Supermarket Type1,1309.1714
DRJ47,18.25,Low Fat,0.044319101,Hard Drinks,172.00799999999998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2705.5476
FDB34,15.25,LF,0.026609813,Snack Foods,86.3198,OUT046,1997,Small,Tier 1,Supermarket Type1,1268.9938
FDY22,,Regular,0.158947217,Snack Foods,143.3128,OUT027,1985,Medium,Tier 3,Supermarket Type3,2931.2146
DRL11,10.5,Low Fat,0.048289770999999995,Hard Drinks,158.3946,OUT017,2007,,Tier 2,Supermarket Type1,2425.1
FDY46,18.6,Low Fat,0.047880884000000005,Snack Foods,188.7898,OUT035,2004,Small,Tier 2,Supermarket Type1,2988.0137
FDG17,6.865,Regular,0.035810387,Frozen Foods,243.1486,OUT013,1987,High,Tier 3,Supermarket Type1,4045.8855
FDE52,10.395,Regular,0.0,Dairy,88.5514,OUT018,2009,Medium,Tier 3,Supermarket Type2,1121.3987
DRP47,,Low Fat,0.139922439,Hard Drinks,251.5382,OUT027,1985,Medium,Tier 3,Supermarket Type3,6342.1694
FDO01,21.1,Regular,0.034678781,Breakfast,127.7994,OUT010,1998,,Tier 3,Grocery Store,245.28647
FDL09,19.6,Regular,0.128036069,Snack Foods,169.6816,OUT046,1997,Small,Tier 1,Supermarket Type1,2494.6143
FDR57,5.675,Regular,0.023477413,Snack Foods,157.7288,OUT013,1987,High,Tier 3,Supermarket Type1,2277.121
DRD37,9.8,Low Fat,0.0,Soft Drinks,48.006,OUT035,2004,Small,Tier 2,Supermarket Type1,811.3464
FDQ36,,Regular,0.16076514,Baking Goods,39.0848,OUT027,1985,Medium,Tier 3,Supermarket Type3,800.5442
FDL33,7.235,Low Fat,0.100117939,Snack Foods,196.7452,OUT049,1999,Medium,Tier 1,Supermarket Type1,3077.6094
FDL48,19.35,Regular,0.082433257,Baking Goods,49.7034,OUT045,2002,,Tier 2,Supermarket Type1,627.2173
FDL28,10.0,Regular,0.063272773,Frozen Foods,230.9668,OUT049,1999,Medium,Tier 1,Supermarket Type1,3696.0354
NCN29,15.2,Low Fat,0.0,Health and Hygiene,47.5034,OUT046,1997,Small,Tier 1,Supermarket Type1,790.97485
FDO13,7.865,Low Fat,0.061048127,Breakfast,165.9526,OUT035,2004,Small,Tier 2,Supermarket Type1,2612.9526
FDB38,19.5,Regular,0.02740216,Canned,161.792,OUT045,2002,,Tier 2,Supermarket Type1,2558.6924
FDI36,12.5,Regular,0.062331643,Baking Goods,196.3426,OUT035,2004,Small,Tier 2,Supermarket Type1,2960.2385
FDI58,7.64,Regular,0.070691105,Snack Foods,91.412,OUT035,2004,Small,Tier 2,Supermarket Type1,1352.26
FDH22,6.405,Low Fat,0.136856178,Snack Foods,128.9678,OUT018,2009,Medium,Tier 3,Supermarket Type2,1849.2125
FDQ27,5.19,Regular,0.044215795,Meat,104.999,OUT013,1987,High,Tier 3,Supermarket Type1,1898.8307
FDT33,7.81,Regular,0.033990657,Snack Foods,166.1158,OUT046,1997,Small,Tier 1,Supermarket Type1,2636.388
FDC56,7.72,Low Fat,0.12176716800000001,Fruits and Vegetables,119.14399999999999,OUT045,2002,,Tier 2,Supermarket Type1,1905.828
FDF14,7.55,low fat,0.027169816,Canned,154.834,OUT046,1997,Small,Tier 1,Supermarket Type1,2201.9387
FDQ39,14.8,Low Fat,0.081500543,Meat,192.2846,OUT017,2007,,Tier 2,Supermarket Type1,3244.5881
NCM43,14.5,Low Fat,0.019585531,Others,164.62099999999998,OUT017,2007,,Tier 2,Supermarket Type1,2634.0464
FDS46,17.6,Regular,0.047248393,Snack Foods,120.0782,OUT035,2004,Small,Tier 2,Supermarket Type1,1958.7208
FDI22,12.6,Low Fat,0.096362017,Snack Foods,207.4612,OUT049,1999,Medium,Tier 1,Supermarket Type1,3342.0945
NCE43,12.5,Low Fat,0.103652052,Household,170.4448,OUT045,2002,,Tier 2,Supermarket Type1,2635.1355
FDZ36,6.035,Regular,0.11010856599999999,Baking Goods,186.12400000000002,OUT010,1998,,Tier 3,Grocery Store,605.4351
FDR13,,Regular,0.05028647,Canned,115.8492,OUT019,1985,Small,Tier 1,Grocery Store,250.48839
FDP46,15.35,Low Fat,0.074919567,Snack Foods,89.383,OUT018,2009,Medium,Tier 3,Supermarket Type2,1255.6101
FDW56,,Low Fat,0.124137242,Fruits and Vegetables,191.8162,OUT019,1985,Small,Tier 1,Grocery Store,418.83417
FDB40,17.5,Regular,0.007582533000000001,Dairy,145.5102,OUT017,2007,,Tier 2,Supermarket Type1,2602.4373
FDM28,15.7,Low Fat,0.04538799599999999,Frozen Foods,178.86599999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,2658.0703
FDV49,10.0,Low Fat,0.025805706,Canned,264.6226,OUT013,1987,High,Tier 3,Supermarket Type1,4688.3984
NCS53,14.5,Low Fat,0.090143906,Health and Hygiene,156.8604,OUT018,2009,Medium,Tier 3,Supermarket Type2,2318.5078
FDO03,10.395,Regular,0.03694032,Meat,228.8352,OUT049,1999,Medium,Tier 1,Supermarket Type1,3955.1235
FDT15,12.15,Regular,0.042673450999999994,Meat,183.595,OUT035,2004,Small,Tier 2,Supermarket Type1,3162.6084
FDD33,12.85,Low Fat,0.108360852,Fruits and Vegetables,230.6642,OUT049,1999,Medium,Tier 1,Supermarket Type1,3452.1873
FDX13,7.725,Low Fat,0.0,Canned,250.9092,OUT017,2007,,Tier 2,Supermarket Type1,4146.2935
FDH60,19.7,Regular,0.080669843,Baking Goods,197.31099999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2743.5962
DRH51,17.6,Low Fat,0.097216576,Dairy,86.1856,OUT046,1997,Small,Tier 1,Supermarket Type1,1160.8927
NCL07,13.85,Low Fat,0.0,Others,41.948,OUT049,1999,Medium,Tier 1,Supermarket Type1,670.2844
FDW51,6.155,Regular,0.094851844,Meat,213.856,OUT045,2002,,Tier 2,Supermarket Type1,3086.1912
FDF21,,Regular,0.10299915400000001,Fruits and Vegetables,187.953,OUT019,1985,Small,Tier 1,Grocery Store,394.55594
FDH26,,Regular,0.06075476,Canned,140.1496,OUT019,1985,Small,Tier 1,Grocery Store,281.85648
FDJ03,12.35,Regular,0.072507467,Dairy,50.2692,OUT049,1999,Medium,Tier 1,Supermarket Type1,682.8712
FDU35,6.44,Low Fat,0.079663441,Breads,97.97,OUT017,2007,,Tier 2,Supermarket Type1,1520.6648
DRL01,19.5,Regular,0.077486687,Soft Drinks,231.8958,OUT018,2009,Medium,Tier 3,Supermarket Type2,3129.5872
FDE59,12.15,Low Fat,0.062414139,Starchy Foods,36.7532,OUT045,2002,,Tier 2,Supermarket Type1,575.3395
FDI60,7.22,Regular,0.038313974,Baking Goods,63.951,OUT035,2004,Small,Tier 2,Supermarket Type1,932.31213
DRH39,20.7,LF,0.09267267800000001,Dairy,77.267,OUT035,2004,Small,Tier 2,Supermarket Type1,1223.556
FDK36,7.09,Low Fat,0.007226532,Baking Goods,49.3034,OUT049,1999,Medium,Tier 1,Supermarket Type1,784.7797
FDN52,9.395,Regular,0.131836711,Frozen Foods,85.2198,OUT045,2002,,Tier 2,Supermarket Type1,1257.6946
FDU12,15.5,Regular,0.076179549,Baking Goods,263.1568,OUT017,2007,,Tier 2,Supermarket Type1,3517.4814
NCT05,,Low Fat,0.020850388,Health and Hygiene,255.8672,OUT027,1985,Medium,Tier 3,Supermarket Type3,5801.9893
FDS37,,Low Fat,0.031790174,Canned,117.2492,OUT027,1985,Medium,Tier 3,Supermarket Type3,2857.5708
FDK24,9.195,Low Fat,0.10186791099999999,Baking Goods,46.4744,OUT017,2007,,Tier 2,Supermarket Type1,707.97485
DRF36,16.1,Low Fat,0.023557678,Soft Drinks,191.5846,OUT013,1987,High,Tier 3,Supermarket Type1,2937.3367
FDN46,7.21,Regular,0.242083443,Snack Foods,101.2332,OUT010,1998,,Tier 3,Grocery Store,171.25644
NCN06,8.39,Low Fat,0.12074163800000001,Household,162.3868,OUT045,2002,,Tier 2,Supermarket Type1,2486.246
FDD59,10.5,Regular,0.066168292,Starchy Foods,80.696,OUT035,2004,Small,Tier 2,Supermarket Type1,1269.929
FDM14,13.8,LF,0.013290868,Canned,109.5254,OUT045,2002,,Tier 2,Supermarket Type1,1535.8744
FDO10,13.65,Regular,0.0,Snack Foods,56.3588,OUT018,2009,Medium,Tier 3,Supermarket Type2,763.0476
FDU35,6.44,Low Fat,0.079149445,Breads,98.17,OUT013,1987,High,Tier 3,Supermarket Type1,1501.3915
NCA30,19.0,Low Fat,0.129860583,Household,188.7872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2511.5784
NCO41,12.5,Low Fat,0.018878167,Health and Hygiene,97.3384,OUT049,1999,Medium,Tier 1,Supermarket Type1,1409.3898
FDI24,10.3,Low Fat,0.078743805,Baking Goods,175.83700000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,2533.1155
FDZ16,16.85,Regular,0.159855844,Frozen Foods,192.7478,OUT046,1997,Small,Tier 1,Supermarket Type1,2972.1143
FDV47,17.1,Low Fat,0.054207549,Breads,82.7566,OUT046,1997,Small,Tier 1,Supermarket Type1,1247.8107
FDV16,7.75,Regular,0.0,Frozen Foods,34.5558,OUT045,2002,,Tier 2,Supermarket Type1,533.4001
FDZ22,9.395,Low Fat,0.045261336,Snack Foods,81.925,OUT035,2004,Small,Tier 2,Supermarket Type1,1330.4751
FDO20,12.85,Regular,0.254630746,Fruits and Vegetables,254.0382,OUT010,1998,,Tier 3,Grocery Store,541.8275
FDW38,5.325,Regular,0.0,Dairy,55.6298,OUT013,1987,High,Tier 3,Supermarket Type1,766.9257
FDW52,14.0,Regular,0.037598636,Frozen Foods,164.0526,OUT045,2002,,Tier 2,Supermarket Type1,2659.6184
FDT43,,Low Fat,0.035976809,Fruits and Vegetables,51.2324,OUT019,1985,Small,Tier 1,Grocery Store,127.34532
NCS29,9.0,Low Fat,0.069686501,Health and Hygiene,264.6884,OUT045,2002,,Tier 2,Supermarket Type1,4195.5796
NCC31,8.02,Low Fat,0.019982858,Household,154.5972,OUT017,2007,,Tier 2,Supermarket Type1,2229.8784
FDA21,13.65,LF,0.0,Snack Foods,186.6924,OUT017,2007,,Tier 2,Supermarket Type1,3067.7437
FDQ55,13.65,Regular,0.013038075,Fruits and Vegetables,116.1834,OUT046,1997,Small,Tier 1,Supermarket Type1,1943.2272
NCE54,20.7,Low Fat,0.026941677999999997,Household,75.9354,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.68866
FDD45,8.615,Low Fat,0.0,Fruits and Vegetables,93.8436,OUT017,2007,,Tier 2,Supermarket Type1,1419.1206
NCP17,19.35,Low Fat,0.027871135,Health and Hygiene,63.8168,OUT017,2007,,Tier 2,Supermarket Type1,908.8086
FDR47,17.85,LF,0.087452117,Breads,193.1794,OUT035,2004,Small,Tier 2,Supermarket Type1,3132.9214
DRM35,9.695,Low Fat,0.070385933,Hard Drinks,177.3344,OUT013,1987,High,Tier 3,Supermarket Type1,2813.651
FDR47,,LF,0.153146326,Breads,194.2794,OUT019,1985,Small,Tier 1,Grocery Store,469.4861
FDX19,19.1,Low Fat,0.161912574,Fruits and Vegetables,233.9958,OUT010,1998,,Tier 3,Grocery Store,457.59125
FDV22,,Regular,0.009890655,Snack Foods,156.263,OUT027,1985,Medium,Tier 3,Supermarket Type3,4183.7114
FDQ46,,low fat,0.10331031,Snack Foods,111.2544,OUT027,1985,Medium,Tier 3,Supermarket Type3,3199.7615
DRO47,10.195,low fat,0.11245226,Hard Drinks,112.286,OUT045,2002,,Tier 2,Supermarket Type1,1580.0311
FDB44,6.655,Low Fat,0.028385607,Fruits and Vegetables,210.6586,OUT010,1998,,Tier 3,Grocery Store,603.423
FDN02,16.5,Low Fat,0.123572515,Canned,205.1638,OUT010,1998,,Tier 3,Grocery Store,642.2343
FDW10,21.2,Low Fat,0.070819614,Snack Foods,174.537,OUT045,2002,,Tier 2,Supermarket Type1,2373.5405
FDJ41,,Low Fat,0.04006567,Frozen Foods,262.5594,OUT019,1985,Small,Tier 1,Grocery Store,526.3354
FDM50,13.0,Regular,0.030089171,Canned,58.321999999999996,OUT046,1997,Small,Tier 1,Supermarket Type1,776.78674
FDW10,21.2,Low Fat,0.070662917,Snack Foods,177.037,OUT035,2004,Small,Tier 2,Supermarket Type1,2422.2146
FDY48,14.0,Low Fat,0.023771773,Baking Goods,102.2332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1590.1064
NCE30,,Low Fat,0.098655965,Household,212.9902,OUT027,1985,Medium,Tier 3,Supermarket Type3,5271.5347
FDO04,16.6,Low Fat,0.026591023999999998,Frozen Foods,56.7614,OUT045,2002,,Tier 2,Supermarket Type1,872.81525
FDQ26,13.5,Regular,0.11360448699999999,Dairy,57.9562,OUT010,1998,,Tier 3,Grocery Store,185.20122
NCX29,10.0,Low Fat,0.089515698,Health and Hygiene,146.1102,OUT018,2009,Medium,Tier 3,Supermarket Type2,2131.6309
FDE39,7.89,Low Fat,0.036134504,Dairy,117.7782,OUT046,1997,Small,Tier 1,Supermarket Type1,1735.6617
NCR54,,Low Fat,0.09012364099999999,Household,194.81099999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,5540.2715
NCP55,,Low Fat,0.011135836999999999,Others,56.8614,OUT027,1985,Medium,Tier 3,Supermarket Type3,1455.0979
FDX22,6.785,Regular,0.023104767000000002,Snack Foods,211.2928,OUT017,2007,,Tier 2,Supermarket Type1,4004.2507
FDI05,8.35,reg,0.12684572800000002,Frozen Foods,74.0354,OUT035,2004,Small,Tier 2,Supermarket Type1,1145.912
FDC51,,Regular,0.0,Dairy,124.87299999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,3267.633
FDC10,9.8,Regular,0.07281702599999999,Snack Foods,119.2098,OUT013,1987,High,Tier 3,Supermarket Type1,1868.4478
FDJ46,11.1,Low Fat,0.0,Snack Foods,174.3054,OUT045,2002,,Tier 2,Supermarket Type1,2776.9863
FDV10,7.645,Regular,0.111652253,Snack Foods,44.2112,OUT010,1998,,Tier 3,Grocery Store,94.97842
FDX12,,reg,0.025938267,Baking Goods,242.5196,OUT027,1985,Medium,Tier 3,Supermarket Type3,5309.606
FDL43,,Low Fat,0.047386238,Meat,77.867,OUT019,1985,Small,Tier 1,Grocery Store,217.56194
DRB13,6.115,Regular,0.00704434,Soft Drinks,189.053,OUT046,1997,Small,Tier 1,Supermarket Type1,2916.1511
FDF59,,Low Fat,0.070899006,Starchy Foods,128.002,OUT027,1985,Medium,Tier 3,Supermarket Type3,2983.2854
FDT35,19.85,Regular,0.08158202099999999,Breads,167.8816,OUT049,1999,Medium,Tier 1,Supermarket Type1,2774.61
NCJ19,18.6,Low Fat,0.11815766400000001,Others,58.3588,OUT035,2004,Small,Tier 2,Supermarket Type1,867.0802
FDT35,19.85,Regular,0.0,Breads,169.6816,OUT018,2009,Medium,Tier 3,Supermarket Type2,2266.4756
FDI48,11.85,Regular,0.055718399,Baking Goods,49.6666,OUT046,1997,Small,Tier 1,Supermarket Type1,701.0326
DRC24,,Low Fat,0.043458854000000005,Soft Drinks,152.2998,OUT019,1985,Small,Tier 1,Grocery Store,260.6609
NCZ05,8.485,Low Fat,0.058461026,Health and Hygiene,102.899,OUT017,2007,,Tier 2,Supermarket Type1,1623.4406
FDJ57,7.42,Regular,0.021607186,Seafood,185.3582,OUT049,1999,Medium,Tier 1,Supermarket Type1,3410.8125
FDX11,16.0,Regular,0.10735591400000001,Baking Goods,182.5634,OUT017,2007,,Tier 2,Supermarket Type1,3240.9158
FDE09,8.775,Low Fat,0.021599298,Fruits and Vegetables,110.8228,OUT035,2004,Small,Tier 2,Supermarket Type1,1676.3544
NCK06,5.03,Low Fat,0.008659972,Household,120.2756,OUT049,1999,Medium,Tier 1,Supermarket Type1,1922.7026
DRE37,13.5,Low Fat,0.094752537,Soft Drinks,189.9872,OUT017,2007,,Tier 2,Supermarket Type1,3065.7856
FDV56,16.1,Regular,0.013595722,Fruits and Vegetables,106.0596,OUT046,1997,Small,Tier 1,Supermarket Type1,1573.4569
FDY43,14.85,Low Fat,0.09895884199999999,Fruits and Vegetables,167.2474,OUT017,2007,,Tier 2,Supermarket Type1,2618.4514
FDV35,19.5,Low Fat,0.128099312,Breads,153.6314,OUT013,1987,High,Tier 3,Supermarket Type1,2481.9026
FDF05,,Low Fat,0.04704746,Frozen Foods,261.691,OUT019,1985,Small,Tier 1,Grocery Store,438.64178
FDA36,5.985,Low Fat,0.005665312,Baking Goods,183.4924,OUT035,2004,Small,Tier 2,Supermarket Type1,2810.6423
FDS13,,Low Fat,0.123903191,Canned,263.0884,OUT027,1985,Medium,Tier 3,Supermarket Type3,5314.085
FDU47,12.8,Regular,0.113759721,Breads,141.9838,OUT013,1987,High,Tier 3,Supermarket Type1,2216.7393
FDI36,12.5,Regular,0.104350123,Baking Goods,195.8426,OUT010,1998,,Tier 3,Grocery Store,342.68103
FDH48,13.5,Low Fat,0.060480359000000004,Baking Goods,86.454,OUT046,1997,Small,Tier 1,Supermarket Type1,1316.5786
FDZ14,7.71,Regular,0.04754909400000001,Dairy,121.5756,OUT013,1987,High,Tier 3,Supermarket Type1,1943.3768
FDS46,17.6,Regular,0.047218002,Snack Foods,121.0782,OUT013,1987,High,Tier 3,Supermarket Type1,2087.3503
FDE21,12.8,Low Fat,0.023074472000000002,Fruits and Vegetables,117.8492,OUT017,2007,,Tier 2,Supermarket Type1,1814.27
FDA26,7.855,Regular,0.074035365,Dairy,220.5482,OUT049,1999,Medium,Tier 1,Supermarket Type1,3746.2183
FDV12,16.7,Regular,0.060874678,Baking Goods,99.9384,OUT046,1997,Small,Tier 1,Supermarket Type1,1554.9999
FDL46,,Low Fat,0.094646702,Snack Foods,115.9466,OUT019,1985,Small,Tier 1,Grocery Store,206.85721
FDN57,18.25,Low Fat,0.054189065,Snack Foods,143.0154,OUT013,1987,High,Tier 3,Supermarket Type1,2082.8552
NCJ18,12.35,Low Fat,0.16486926,Household,117.6124,OUT017,2007,,Tier 2,Supermarket Type1,1989.7495
FDO36,19.7,Low Fat,0.078071853,Baking Goods,179.666,OUT045,2002,,Tier 2,Supermarket Type1,2597.1694
FDX55,15.1,Low Fat,0.055430785,Fruits and Vegetables,215.8166,OUT018,2009,Medium,Tier 3,Supermarket Type2,2858.567
FDT25,,LF,0.088858409,Canned,123.3072,OUT019,1985,Small,Tier 1,Grocery Store,244.61333
FDD16,20.5,Low Fat,0.036409618,Frozen Foods,74.7696,OUT049,1999,Medium,Tier 1,Supermarket Type1,871.4361
NCX18,14.15,Low Fat,0.008786665,Household,196.111,OUT013,1987,High,Tier 3,Supermarket Type1,2977.623
NCG55,16.25,Low Fat,0.039305627999999995,Household,114.6176,OUT018,2009,Medium,Tier 3,Supermarket Type2,1579.7906
NCV18,6.775,Low Fat,0.105409495,Household,83.225,OUT049,1999,Medium,Tier 1,Supermarket Type1,1454.3785
NCS18,12.65,Low Fat,0.042203138,Household,107.6938,OUT035,2004,Small,Tier 2,Supermarket Type1,1658.8339
FDC37,15.5,Low Fat,0.032940022,Baking Goods,107.0938,OUT045,2002,,Tier 2,Supermarket Type1,1561.4911
FDE47,14.15,Low Fat,0.037908749,Starchy Foods,124.0046,OUT046,1997,Small,Tier 1,Supermarket Type1,1928.6208
DRG49,,Low Fat,0.118105517,Soft Drinks,245.6486,OUT019,1985,Small,Tier 1,Grocery Store,409.22195
FDC39,7.405,Low Fat,0.0,Dairy,206.9296,OUT049,1999,Medium,Tier 1,Supermarket Type1,3324.4875
FDH24,,Low Fat,0.037523149,Baking Goods,159.1288,OUT019,1985,Small,Tier 1,Grocery Store,363.72
FDV39,,Low Fat,0.007244635,Meat,198.3426,OUT027,1985,Medium,Tier 3,Supermarket Type3,4836.8164
NCL17,7.39,Low Fat,0.067917171,Health and Hygiene,143.0812,OUT045,2002,,Tier 2,Supermarket Type1,2000.5188
NCY53,20.0,Low Fat,0.058470282,Health and Hygiene,113.3544,OUT035,2004,Small,Tier 2,Supermarket Type1,1973.8691
FDH52,9.42,Regular,0.043866567,Frozen Foods,63.4194,OUT013,1987,High,Tier 3,Supermarket Type1,915.2949
NCD19,8.93,Low Fat,0.013233076000000002,Household,53.7614,OUT018,2009,Medium,Tier 3,Supermarket Type2,747.0693
FDI44,16.1,Low Fat,0.10023287,Fruits and Vegetables,76.3328,OUT046,1997,Small,Tier 1,Supermarket Type1,1139.9608
DRD49,,Low Fat,0.167018335,Soft Drinks,237.9564,OUT027,1985,Medium,Tier 3,Supermarket Type3,5296.547
FDN08,7.72,Regular,0.088347953,Fruits and Vegetables,119.0466,OUT035,2004,Small,Tier 2,Supermarket Type1,1848.7106
FDO20,,Regular,0.151391113,Fruits and Vegetables,253.0382,OUT027,1985,Medium,Tier 3,Supermarket Type3,6218.7754
FDY02,8.945,Regular,0.087645926,Dairy,261.791,OUT046,1997,Small,Tier 1,Supermarket Type1,3577.6604
FDX23,6.445,Low Fat,0.029751978,Baking Goods,93.4436,OUT045,2002,,Tier 2,Supermarket Type1,1316.1499
FDX01,10.1,Low Fat,0.02430102,Canned,115.915,OUT017,2007,,Tier 2,Supermarket Type1,1843.3339
FDH20,,Regular,0.024828296,Fruits and Vegetables,96.641,OUT027,1985,Medium,Tier 3,Supermarket Type3,2329.1794
NCX41,19.0,Low Fat,0.017819505,Health and Hygiene,211.7244,OUT017,2007,,Tier 2,Supermarket Type1,3683.6973
